activity,subject,tbodyaccmeanx,tbodyaccmeany,tbodyaccmeanz,tbodyaccstdx,tbodyaccstdy,tbodyaccstdz,tgravityaccmeanx,tgravityaccmeany,tgravityaccmeanz,tgravityaccstdx,tgravityaccstdy,tgravityaccstdz,tbodyaccjerkmeanx,tbodyaccjerkmeany,tbodyaccjerkmeanz,tbodyaccjerkstdx,tbodyaccjerkstdy,tbodyaccjerkstdz,tbodygyromeanx,tbodygyromeany,tbodygyromeanz,tbodygyrostdx,tbodygyrostdy,tbodygyrostdz,tbodygyrojerkmeanx,tbodygyrojerkmeany,tbodygyrojerkmeanz,tbodygyrojerkstdx,tbodygyrojerkstdy,tbodygyrojerkstdz,tbodyaccmagmean,tbodyaccmagstd,tgravityaccmagmean,tgravityaccmagstd,tbodyaccjerkmagmean,tbodyaccjerkmagstd,tbodygyromagmean,tbodygyromagstd,tbodygyrojerkmagmean,tbodygyrojerkmagstd,fbodyaccmeanx,fbodyaccmeany,fbodyaccmeanz,fbodyaccstdx,fbodyaccstdy,fbodyaccstdz,fbodyaccjerkmeanx,fbodyaccjerkmeany,fbodyaccjerkmeanz,fbodyaccjerkstdx,fbodyaccjerkstdy,fbodyaccjerkstdz,fbodygyromeanx,fbodygyromeany,fbodygyromeanz,fbodygyrostdx,fbodygyrostdy,fbodygyrostdz,fbodyaccmagmean,fbodyaccmagstd,fbodybodyaccjerkmagmean,fbodybodyaccjerkmagstd,fbodybodygyromagmean,fbodybodygyromagstd,fbodybodygyrojerkmagmean,fbodybodygyrojerkmagstd
WALKING,11,0.274141217288136,-0.019812874879661,-0.107265235067797,-0.615161951135593,-0.317389288801695,-0.609464348135593,0.926130277118644,-0.213977840457627,-0.0254967961525424,-0.984838269830508,-0.976902309830509,-0.972622351016949,0.0657074314644068,-0.0118095246198305,0.00522561318779661,-0.547194351283051,-0.383360551237288,-0.702240123033898,-0.0166416862440678,-0.0858984456481356,0.0851738734966102,-0.663196659152542,-0.499470527118644,-0.624723145938983,-0.0776645756355932,-0.0774669152372881,-0.0560543523728814,-0.604518446847458,-0.602663394728814,-0.627809208461017,-0.501634846002983,-0.589797896461017,-0.501634846002983,-0.589797896461017,-0.524403117781356,-0.495989493,-0.513969754491525,-0.557468053237288,-0.604802648137288,-0.617637662254237,-0.587523983394915,-0.336219371205085,-0.648427284830508,-0.626917834728814,-0.351430395881356,-0.618827231305085,-0.580292591881356,-0.428150854644068,-0.688153325627119,-0.553114620908475,-0.376470200711864,-0.714731900694915,-0.573582908016949,-0.534720490955932,-0.585649984684746,-0.692358183898305,-0.483882596779661,-0.673989621847458,-0.533280925781356,-0.690368928474576,-0.494533225661017,-0.503274029177288,-0.558536669764407,-0.635864391474576,-0.632677904240678,-0.625700102
WALKING,12,0.2785334154,-0.0154988599318,-0.11898499812,-0.4673743055722,-0.336210316366,-0.52029120342,0.943675933,-0.2279713576,-0.00109455038,-0.9784492362,-0.964812104,-0.957286708,0.083442132704,0.0124079708592,-0.001686033858,-0.4071068484058,-0.330476349024,-0.569399865334,-0.008021633154,-0.0850285494,0.066849999766,-0.50917123012,-0.6010138709142,-0.495594036082,-0.13380064722,-0.017739160996,-0.037114855094,-0.46363367134,-0.6987245994,-0.55279245416,-0.3976631285144,-0.50379343672,-0.3976631285144,-0.50379343672,-0.398395568686,-0.39564082191,-0.44304598344,-0.53450059166,-0.6067126184,-0.644247980048,-0.488775896172,-0.326821074128,-0.53567808232,-0.460110757092,-0.38466997306,-0.552337192008,-0.4514875706392,-0.361406385334,-0.5507476744,-0.41407458102,-0.342683164688,-0.58686905004,-0.38357166346,-0.60330306116,-0.443255153056,-0.5495690932992,-0.60322295632,-0.56050183576,-0.434422827514,-0.625727995,-0.40120714582,-0.393154034206,-0.575446902242,-0.58719529568,-0.65600922192,-0.65576704452
WALKING,13,0.253400748385965,-0.0184027920894333,-0.121540152105263,-0.675517548421053,-0.579531121807018,-0.639712933508772,0.157043901929825,0.238442910350877,0.157880197140351,-0.92652325754386,-0.95594574,-0.933142117894737,0.0758117658245614,0.0190542091859649,0.0155125909840351,-0.779829042807017,-0.766081032982456,-0.860266362105263,-0.0370123781350877,-0.0522376728315789,0.123315776754386,-0.784897924736842,-0.756582980877193,-0.680709508596491,-0.0981056588863158,-0.0454131475333333,-0.074372892277193,-0.875521415614035,-0.895140929122807,-0.848442480175439,-0.618937528947368,-0.649755540350877,-0.618937528947368,-0.649755540350877,-0.790602754561403,-0.778533053859649,-0.660665191929825,-0.749984367192982,-0.878357538245614,-0.901935101052632,-0.718104479473684,-0.656400384210526,-0.73164453877193,-0.660887217894737,-0.570414346122807,-0.622595437192982,-0.79157722754386,-0.770650740526316,-0.843788246842105,-0.787453835964912,-0.777848486140351,-0.875956977894737,-0.782931373859649,-0.80893059754386,-0.725685447017544,-0.789125782280702,-0.732816840701754,-0.697469973859649,-0.689401183631579,-0.683574875438597,-0.776218582982456,-0.782112392982456,-0.815269904736842,-0.753640002280702,-0.897146483508772,-0.915942622105263
WALKING,14,0.262651931627119,-0.030503705610339,-0.118233743762712,-0.58147268179661,-0.466794283681356,-0.539806064744068,0.20708518440678,-0.123067823898305,-0.235689862101695,-0.952409459152542,-0.933664631355932,-0.929814422050847,0.0788240854745763,0.0217387104852542,0.0231981256332203,-0.653735383050847,-0.678620608644068,-0.749240429152542,0.0134502965305085,-0.0758178163050847,0.0573067749491525,-0.747986773728814,-0.694442443898305,-0.574846470491525,-0.101238757135593,-0.0541799387491525,-0.0722716207966102,-0.743855714067797,-0.782826228983051,-0.773477883050847,-0.505081479832203,-0.571134192966102,-0.505081479832203,-0.571134192966102,-0.667019528305085,-0.65795084220339,-0.578141261016949,-0.67515481,-0.76956309779661,-0.779832702542373,-0.61535883938983,-0.553303675898305,-0.611630957042373,-0.569517306745763,-0.459707260922034,-0.538133026760508,-0.659771341694915,-0.684911900677966,-0.724380536101695,-0.679353928813559,-0.694668978813559,-0.772916084576271,-0.680108578305085,-0.696685168474576,-0.615244981491525,-0.770645160847458,-0.695612825254237,-0.602117726632203,-0.57323614240678,-0.637908777118644,-0.63214264359322,-0.69660856338983,-0.689579159379661,-0.723106486440678,-0.773356617288136,-0.805517172711864
WALKING,15,0.257859690092593,-0.0076520720037037,-0.103443706648148,-0.626114852777778,-0.603201376148148,-0.735875756851852,0.676093897148148,0.179467725644976,0.199286458327778,-0.95344282537037,-0.9292143845,-0.942409932592593,0.0760870556092593,0.000877920470000001,-0.0103142228762963,-0.658106309203704,-0.663228798666667,-0.810245862592593,-0.0461172862185185,-0.0973417051092593,0.0862253805611111,-0.774046322312963,-0.787545375185185,-0.730300309074074,-0.0579994615518519,-0.03703091805,-0.055007342987037,-0.769357237777778,-0.81857189462963,-0.795840575555556,-0.622638065164815,-0.554520992185185,-0.622638065164815,-0.554520992185185,-0.699650246944444,-0.642707128135185,-0.681130336851852,-0.709196881666667,-0.807906552962963,-0.807125727777778,-0.637752848225926,-0.602226783162963,-0.745970020740741,-0.62206858512963,-0.630557766018519,-0.753343067962963,-0.660842955722222,-0.673221652318518,-0.790165752777778,-0.686558754722222,-0.675837852824074,-0.829138055740741,-0.711947528518519,-0.773914166481481,-0.702991295185185,-0.794723138203704,-0.800890233148148,-0.765831527222222,-0.559776576259259,-0.623096315414815,-0.641397565111111,-0.646104104518519,-0.742826295555556,-0.740188107222222,-0.807213338518519,-0.821687323333333
WALKING,16,0.276601600392157,-0.0179052927980392,-0.108822639882353,-0.988169858235294,-0.966354981764706,-0.971568035686274,0.93152758745098,-0.111452430509804,0.0628495336666667,-0.993316332156863,-0.98339892254902,-0.979882973529412,0.0802314123529412,0.0163476049958824,-0.00507343665627451,-0.986115682156863,-0.979933936470588,-0.986200647647059,-0.026830000154902,-0.0858831799803922,0.075783466454902,-0.975153811176471,-0.975837309607843,-0.970294024901961,-0.0981022025686275,-0.0405058324705882,-0.0625996568039216,-0.985238179019608,-0.989676587843137,-0.988966492352941,-0.977823469019608,-0.971727610980392,-0.977823469019608,-0.971727610980392,-0.986437944117647,-0.982340204117647,-0.968901688235294,-0.959427003137255,-0.990185989019608,-0.987579757647059,-0.985319479215686,-0.968790082941176,-0.977420831960784,-0.989830065882353,-0.966486976666667,-0.970014378823529,-0.985960339215686,-0.980026303921569,-0.983795483333333,-0.98761884745098,-0.981329230784314,-0.987235928039216,-0.974531544117647,-0.979143150196078,-0.970564729215686,-0.975654286862745,-0.974181223529412,-0.972876769411765,-0.972017556078431,-0.975448803921569,-0.981468483921569,-0.982551795098039,-0.970429994117647,-0.959415001372549,-0.988379694313726,-0.987285464117647
WALKING,17,0.279822987213115,-0.015725261787541,-0.107349726737705,-0.424699659640984,-0.120287604284098,-0.178967209552459,0.904253784918033,-0.228977208360656,-0.146412263395574,-0.975240893114754,-0.958975663278689,-0.943807318032787,0.0834064925586885,0.00860978666065574,-0.0171781271732787,-0.426652133393443,-0.205611478122951,-0.368337223737705,-0.0184874341145902,-0.0793898053442623,0.065118178604918,-0.488381834098361,-0.236674984622951,-0.286900976590164,-0.0851043803491803,-0.00977232776065574,-0.0749135438852459,-0.513082933114754,-0.314072136409836,-0.511560539836066,-0.235653344204918,-0.393814634070164,-0.235653344204918,-0.393814634070164,-0.288239433822623,-0.338999420413115,-0.225014435949016,-0.251792175901639,-0.385800685918033,-0.361318767684262,-0.454819367327869,-0.146495504885246,-0.272389071765574,-0.415432003393443,-0.16451024104918,-0.194036516295082,-0.477308547016393,-0.289866070559016,-0.377636141586885,-0.42649664104918,-0.169018152891803,-0.36120915347541,-0.416435785229508,-0.272930149962295,-0.306517800268852,-0.514701850655738,-0.221668942688525,-0.346836173967213,-0.331782363408197,-0.52733127442623,-0.320423921619672,-0.369548803147541,-0.286515879209836,-0.362307984540984,-0.385578087983607,-0.376988244288525
WALKING,18,0.290935815910714,-0.0159443028108929,-0.112603646785714,-0.230098297678571,-0.292684327251964,-0.689593460178571,0.36088401875,0.195449419375,0.346187397520714,-0.947489232678571,-0.950512006964286,-0.943547174464286,0.0963029903928571,-3.0514633214284e-05,-0.00850400048285714,-0.360053507225,-0.350201161410714,-0.772185563214286,-0.0620815631482143,-0.0589264426964286,0.113380146326964,-0.611333458758929,-0.662805354464286,-0.532158186730357,-0.0792316056196429,-0.0475684352660714,-0.0692976722321429,-0.595719729821429,-0.702988833571429,-0.444676211980357,-0.275427979267857,-0.2436068875,-0.275427979267857,-0.2436068875,-0.440262705857143,-0.394150868642857,-0.497044628232143,-0.558328852246429,-0.626569581607143,-0.666918303392857,-0.281516346732143,-0.315376979794643,-0.69868681125,-0.212713575892857,-0.325609450410714,-0.709773623928571,-0.376199382439286,-0.421139599225,-0.753103030178571,-0.402950264553571,-0.316961465606607,-0.78989997125,-0.527963455714286,-0.63376098,-0.411962369280357,-0.639745760308929,-0.685651833035714,-0.623049653928571,-0.261469174267857,-0.352447936,-0.365371885505357,-0.436731163189286,-0.586456334164286,-0.619704658696429,-0.671729436428571,-0.684277192321429
WALKING,19,0.249635025288462,-0.0246547302296154,-0.128411161830769,-0.130497870321538,0.119463513689038,-0.111122144588462,0.844370160769231,-0.29668778475,-0.22512957261775,-0.937551606538462,-0.922718218076923,-0.878760047115385,0.0306535865478846,0.0657701310192308,0.0357857336576923,-0.158444464057692,-0.0691938082921154,-0.417280428269231,0.0600259348096154,-0.126818078476923,0.00555563153269231,-0.340346196801923,-0.0971183686596154,-0.0666820327980769,-0.156350715513462,-0.0339519507692308,-0.0320887005961538,-0.274400934019231,-0.397145582692308,-0.312657055028846,0.0111918313,-0.153746437405308,0.0111918313,-0.153746437405308,-0.137660282173077,-0.202571315246154,0.0115392261865385,-0.172689886416923,-0.327265045903846,-0.453676606096154,-0.145323946130769,0.0611544730192308,-0.178369928590385,-0.126304390832692,0.0769527230048077,-0.147053500336538,-0.194738943494231,-0.123893942367308,-0.365617895346154,-0.198379825083462,-0.0742780881057692,-0.469019115576923,-0.177783391344231,-0.142100179907692,-0.0345447241557692,-0.396568301423077,-0.0804086120038461,-0.167046109923077,-0.0794332625134615,-0.333206374538462,-0.137049505371154,-0.306325114125769,-0.21087152425,-0.292502143207692,-0.441138213125,-0.513704159807692
WALKING,20,0.278091893509804,-0.0156305220915686,-0.102496930784314,-0.389719151901961,-0.451786315201961,-0.590717516058823,0.60574033745098,-0.013497111,0.241408341498039,-0.965569111764706,-0.947793731960784,-0.940746091568627,0.0831281139803922,-0.00938985301372549,0.00143082861705882,-0.513553820321569,-0.472326143172549,-0.688350598823529,-0.00134065358823529,-0.0910675782105882,0.107000266360784,-0.602652413941176,-0.674916710588235,-0.612789742941176,-0.0956720844509804,-0.0455995568127451,-0.0577390361117647,-0.596218002705882,-0.794395476862745,-0.657923340392157,-0.405609320745098,-0.398685082509804,-0.405609320745098,-0.398685082509804,-0.536354636378431,-0.496219333933333,-0.523045957327451,-0.588365528529412,-0.715142824901961,-0.74768102627451,-0.428324981098039,-0.424175494317647,-0.600416422313725,-0.376122520215686,-0.503210144268627,-0.618413194,-0.52894752147451,-0.496060813901961,-0.665178170588235,-0.541870379313726,-0.482958209035294,-0.71005528627451,-0.519774758901961,-0.690917123529412,-0.555754134117647,-0.63197829462549,-0.668828030980392,-0.669753018431373,-0.419386958278431,-0.481393031164706,-0.498742983196078,-0.496754798992157,-0.635159509803922,-0.630443824788235,-0.747607551568627,-0.765539551764706
